TqPicoOriginal,TqPicoSuavizado,IPicoOriginal,IPicoSuavizado,VFasePicoOriginal,VFasePicoSuavizado,ErrorObsPosOriginal,ErrorObsPosSuavizado,ErrorObsVelOriginal,ErrorObsVelSuavizado
130.811834681443,2.59128884027674,51.7233868202568,0.334824267791565,396.701470989451,8.46780304905387,2.65606904363835e-05,5.91966635710151e-08,0.0672475776754302,9.23646380789722e-05
