Caso,Ts_final_degC,Tmax_ultimo_degC,Tmin_ultimo_degC,Oscilacion_ultimo_degC,Delta_Tmax_ultimo_degC,Delta_Tmin_ultimo_degC,Margen_termico_degC,Equilibrio,Cumple_Ts
sin_perturbacion,46.4148404054884,46.5764115431883,46.2572303281463,0.31918121504205,0.00613364003289973,0.00581269438453091,68.4235884568117,true,true
con_perturbacion,163.26480380561,165.047154808889,162.143272796196,2.90388201269261,0.378533591067566,0.354630400348668,-50.0471548088889,false,false
