ErrorSeguimientoPosMax_rad,ErrorSeguimientoPosRMS_rad,ErrorObservadorPosMax_rad,ErrorObservadorPosRMS_rad,ErrorObservadorVelMax_rad_s,ErrorObservadorVelRMS_rad_s
0.000503639736122885,8.71277581405918e-06,2.65606904363835e-05,4.77456554929549e-07,0.0672475776754302,0.000939098995613101
