K_t_Nm_A,K_rel_Nm_A2,Tm_ref_externa_max_Nm,Tm_ref_total_max_Nm,Tm_real_max_Nm,error_torque_RMSE_global_Nm,error_torque_MAE_global_Nm,error_torque_max_global_Nm,error_torque_RMSE_cuasiest_Nm,error_torque_MAE_cuasiest_Nm,error_torque_max_cuasiest_Nm,error_torque_relativo_medio_activo_pct,error_iq_RMSE_cuasiest_A,error_iq_MAE_cuasiest_A,iq_max_A,id_max_A,i0_max_A,vqd_mag_max_V,diferencia_compensador_max_Nm,Tld_max_abs_Nm,cumple_torque_continuo,cumple_torque_pico,cumple_corriente_continua,cumple_corriente_pico,cumple_tension_indicativa
0.072,0.0036,0.015,0.0152408253035457,0.0152289953320258,0.00141451918800981,0.000755930777925594,0.015,0.000801040389876288,0.00061550129010699,0.00173615686040117,4.94844799419174,0.0111253986989575,0.00854854934910855,0.211523892436515,0.000980866461781915,8.32667268468867e-17,6.04166666666667,1.73472347597681e-18,0,1,1,1,1,1
