t_inicio_s,t_fin_s,Tm_ref_externa_Nm,Tm_ref_total_media_Nm,Tm_real_media_Nm,error_medio_Nm,error_abs_medio_Nm,error_abs_relativo_pct,iq_ref_media_A,iq_real_media_A
0.00500000000000002,0.0199999999999998,0.015,0.0152191861319995,0.0152155404757721,3.64565622739781e-06,3.64565622739781e-06,0.0239543441796308,0.21137758516666,0.211326951052391
0.035,0.05,-0.015,-0.0149016889997042,-0.0148984306141813,-3.25838552292496e-06,3.25838552292496e-06,0.0218658805923921,-0.20696790277367,-0.206922647419185
