Variable,Valor,Unidad
Error máximo de posición estimada (motor),0.00275854820537588,rad
Error RMS de posición estimada (motor),4.88423262639203e-05,rad RMS
Error máximo de velocidad estimada (motor),18.387620321804,rad/s
Error RMS de velocidad estimada (motor),0.329343064800816,rad/s RMS
Error máximo de posición estimada (carga),2.29879017114657e-05,rad
Error RMS de posición estimada (carga),4.07019385532467e-07,rad RMS
Error máximo de velocidad estimada (carga),0.153230169348367,rad/s
Error RMS de velocidad estimada (carga),0.0027445255400068,rad/s RMS
